Harga,Kamar Tidur,Kamar Mandi,Garasi,Luas Tanah,Luas Bangunan,Lokasi,Lokasi_encoded
640000000,2,1,0,99,65,Pancoran Mas,2665252674.71786
970000000,2,1,0,91,58,Pancoran Mas,3359214486.389816
1000000000,2,1,0,90,45,Pancoran Mas,3395635733.692935
1500000000,4,2,1,90,100,Cinere,4541094465.716549
500000000,2,1,0,72,72,Limo,2101731233.2412868
1990000000,4,3,0,108,200,Cinere,4680491988.075328
2830000000,3,3,0,100,240,Cinere,4852868864.173362
3040000000,5,4,0,95,200,Cinere,4909606244.598561
2550000000,3,4,0,120,180,Cinere,4778631550.604929
1830000000,3,2,0,96,180,Cinere,4852868864.173362
2100000000,3,3,0,110,220,Cinere,4680491988.075328
2660000000,4,2,0,72,220,Pancoran Mas,3409127772.846495
1990000000,4,4,0,120,200,Pancoran Mas,3359214486.389816
2500000000,4,4,2,84,180,Cinere,4541094465.716549
3500000000,5,3,2,432,300,Cinere,4909606244.598561
2500000000,6,5,1,162,105,Cibubur,3421221958.4510384
420000000,2,1,0,50,35,Tapos,2066736269.4283247
670000000,2,1,0,72,72,Tapos,1956323999.998261
780000000,2,1,0,90,90,Sawangan,1658701541.0946062
640000000,2,1,0,87,48,Sawangan,1658701541.0946062
560000000,3,2,0,72,144,Sawangan,1658701541.0946062
1440000000,2,2,0,144,125,Cilodong,1618993457.942226
450000000,2,2,0,30,50,Cinere,4909606244.598561
2380000000,4,4,0,90,180,Cinere,4778631550.604929
1610000000,3,2,0,90,66,Cinere,4680491988.075328
1440000000,4,4,0,88,140,Cinere,4778631550.604929
590000000,2,1,0,65,46,Sawangan,2214365602.382716
1100000000,3,2,2,61,120,Beji,3879711604.646512
350000000,2,1,0,50,36,Cinere,4680491988.075328
2000000000,4,2,1,278,350,Cinere,4778631550.604929
890000000,2,2,1,84,70,Cinere,4852868864.173362
200000000,2,1,0,33,32,Depok I,2267178620.197724
880000000,3,2,1,126,150,Bojong Sari,1334460727.270909
1550000000,4,4,0,162,250,Harjamukti,2620408864.260388
1400000000,2,2,1,97,160,Cimanggis,2433828383.0610685
800000000,3,2,2,60,75,Cinere,4541094465.716549
370000000,2,1,1,59,42,Citayam,665709595.9595959
3500000000,3,2,0,232,295,Cimanggis,2476460973.56815
4700000000,5,4,2,500,320,Cinere,4778631550.604929
368000000,2,1,2,57,42,Citayam,631855643.0446194
435000000,2,1,1,67,45,Citayam,648777777.7777778
369000000,2,1,1,58,42,Citayam,631855643.0446194
985000000,3,3,2,55,90,Beji,3683624225.6842737
4400000000,5,5,2,160,222,Sawangan,1658701541.0946062
575000000,2,1,1,60,40,Pancoran Mas,2665252674.71786
880000000,3,2,1,54,70,Beji,3834212579.500589
600000000,2,2,1,40,53,Cilodong,1625010649.3489175
2200000000,4,4,2,149,120,Tanah Baru,1655643181.8181818
1100000000,4,2,2,65,90,Sawangan,1658701541.0946062
550000000,2,1,1,62,40,Sawangan,2233344847.4117646
1580000000,3,3,1,104,140,Depok I,2090200791.6652775
1450000000,3,2,2,132,132,Tapos,1979943661.9700704
475000000,2,2,1,60,62,Citayam,665709595.9595959
650000000,2,1,1,61,40,Cilodong,1147008984.7250674
600000000,2,1,2,65,50,Cimanggis,2466095424.086244
534000000,2,1,1,68,36,Cilodong,1541574045.137153
165000000,2,1,1,30,38,Sawangan,2218094374.7286887
1100000000,3,2,1,98,65,Sawangan,1955035704.9314709
1270000000,3,3,2,56,74,Cimanggis,2546075969.094804
462000000,2,1,1,72,36,Citayam,648777777.7777778
795000000,3,2,1,74,80,Cilodong,1541574045.137153
2100000000,3,3,1,120,200,Pancoran Mas,2480917164.813834
4850000000,4,4,2,450,450,Cinere,4778631550.604929
3300000000,4,3,0,170,128,Sukmajaya,2020622313.2006145
2400000000,4,3,1,133,120,Pangkalan Jati,5453610451.277909
1400000000,2,1,1,124,55,Rangkapanjaya,1163555555.5555556
1390000000,3,2,1,72,72,Cinangka,4256304620.462046
88000000,2,1,1,72,45,Cilodong,1627149868.7655294
1500000000,3,2,2,63,75,Beji,3879711604.646512
875000000,2,1,1,90,51,Depok I,2090200791.6652775
1450000000,3,3,1,145,130,Cinere,4909606244.598561
1500000000,3,2,1,140,84,Depok I,2090200791.6652775
670000000,2,1,0,75,45,Citayam,590709923.6641221
1350000000,3,3,1,84,100,Sukmajaya,2058659104.6257544
4000000000,4,4,2,128,197,Sawangan,2218094374.7286887
825000000,3,2,1,120,110,Citayam,622997487.4371859
3900000000,6,5,4,446,376,Bojong Sari,1272098706.097967
4500000000,3,3,1,200,300,Cinere,4541094465.716549
1650000000,3,3,1,117,100,Cinere,4778631550.604929
1200000000,2,2,1,115,120,Pancoran Mas,2480917164.813834
1250000000,3,3,2,89,90,Cilodong,1627149868.7655294
89000000,3,2,1,30,50,Beji,3683624225.6842737
255000000,3,2,1,90,81,Beji,2531746438.674528
500000000,2,1,1,84,36,Citayam,622997487.4371859
1900000000,4,3,2,100,105,Cinere,4680491988.075328
3800000000,3,2,1,240,200,Cinere,4778631550.604929
4500000000,5,3,4,493,338,Cinere,4909606244.598561
1350000000,3,3,1,90,95,Cinere,4852868864.173362
3000000000,4,4,2,150,190,Cinere,4778631550.604929
381000000,2,1,1,45,60,Citayam,631855643.0446194
1500000000,3,3,0,120,170,Cimanggis,2466095424.086244
770000000,2,1,0,78,45,Margonda,4886861206.896552
1850000000,3,2,1,60,117,Cinere,4680491988.075328
2300000000,2,2,1,120,138,Cinere,4909606244.598561
3800000000,5,3,2,315,200,Cinere,4541094465.716549
650000000,2,1,1,81,45,Sawangan,1955035704.9314709
750000000,2,1,1,90,50,Limo,2033449973.750656
2270000000,3,3,2,245,200,Limo,2013263741.7615285
1700000000,3,3,0,83,160,Gandul,3124520175.4327483
900000000,3,2,1,72,72,Cimanggis,2466095424.086244
1600000000,2,2,2,156,102,Bojong Sari,1334460727.270909
1800000000,4,3,2,120,90,Cinere,4680491988.075328
1600000000,1,2,1,103,252,Cinere,4778631550.604929
2700000000,4,4,2,190,365,Cinere,4852868864.173362
810000000,3,2,1,62,100,Cinere,4909606244.598561
1900000000,3,3,2,116,175,Cilodong,1625010649.3489175
700000000,2,1,1,68,50,Limo,2033449973.750656
2300000000,4,3,1,300,285,Bojong Sari,1272098706.097967
2150000000,3,3,1,150,145,Cilodong,1147008984.7250674
1280000000,3,2,0,84,75,Depok I,2247611838.7553043
1470000000,2,1,1,120,54,Sawangan,1658701541.0946062
1660000000,3,2,2,121,75,Sawangan,2214365602.382716
4300000000,3,3,1,175,275,Cimanggis,2433828383.0610685
659000000,3,2,1,37,60,Pancoran Mas,3409127772.846495
1900000000,3,3,1,100,135,Cinere,4909606244.598561
1940000000,3,2,1,108,96,Sawangan,2214365602.382716
4300000000,3,2,1,162,134,Margonda,4886861206.896552
485000000,2,1,1,60,45,Citayam,622997487.4371859
2800000000,3,2,1,200,141,Sukmajaya,2087578294.174668
1700000000,3,2,2,124,80,Margonda,4941167236.464388
2400000000,4,2,0,150,230,Depok I,2247611838.7553043
2700000000,3,2,1,500,209,Cinangka,4192347678.018576
815000000,3,2,1,48,84,Sawangan,1955035704.9314709
3950000000,4,3,2,200,260,Gandul,3055687903.22043
1850000000,3,3,2,80,92,Cinere,4541094465.716549
888000000,3,2,2,90,65,Cilodong,1541574045.137153
985000000,3,2,1,56,90,Pancoran Mas,3359214486.389816
1400000000,8,8,0,260,260,Depok II,2505159971.509972
650000000,2,1,1,124,55,Pancoran Mas,2480917164.813834
400000000,2,1,1,75,33,Citayam,631855643.0446194
1000000000,2,2,1,66,55,Cinangka,6782590476.190476
690000000,2,1,0,68,40,Tanah Baru,1659349999.996633
2800000000,5,4,0,264,300,Pancoran Mas,2665252674.71786
1800000000,3,2,2,87,125,Cinere,4541094465.716549
3000000000,3,3,2,214,200,Sawangan,1658701541.0946062
200000000,2,1,1,50,36,Sawangan,1955035704.9314709
400000000,2,1,1,58,36,Cilodong,1618993457.942226
700000000,3,2,1,55,60,Sawangan,1658701541.0946062
950000000,3,2,1,75,50,Beji,3958941566.261446
980000000,3,1,1,90,50,Cimanggis,2489429483.9539747
2000000000,3,2,1,120,150,Cinere,4778631550.604929
499000000,2,1,1,64,40,Cilodong,1541574045.137153
790000000,4,3,1,130,260,Depok I,2090200791.6652775
3800000000,4,4,2,170,200,Cibubur,3381793172.113798
3150000000,4,4,0,199,300,Cibubur,3453845688.344932
1650000000,2,1,1,120,100,Cinere,4852868864.173362
495000000,2,1,1,60,38,Cilodong,1627149868.7655294
1360000000,3,2,1,72,82,Beji,3958941566.261446
800000000,3,2,0,70,90,Sawangan,1658701541.0946062
2800000000,4,4,4,304,315,Cimanggis,2466095424.086244
870000000,3,2,1,55,69,Cimanggis,2489429483.9539747
998000000,3,2,1,58,77,Sukmajaya,2058659104.6257544
1200000000,4,2,2,127,107,Beji,3834212579.500589
400000000,2,1,0,80,50,Pancoran Mas,2665252674.71786
1460000000,3,3,2,98,140,Cilodong,1618993457.942226
314000000,2,1,1,200,70,Pancoran Mas,3409127772.846495
970000000,2,1,1,145,45,Sawangan,2214365602.382716
975000000,3,2,1,59,61,Cimanggis,2489429483.9539747
1700000000,3,3,2,98,110,Pasir Putih,633453846.1538461
1700000000,3,3,2,98,110,Margonda,5093899109.789317
900000000,2,2,1,105,100,Tapos,1900826465.3641207
700000000,2,1,1,72,50,Depok I,2267178620.197724
500000000,4,2,0,205,300,Cilodong,1541574045.137153
1500000000,4,3,0,110,160,Limo,2101731233.2412868
800000000,2,2,1,70,54,Tapos,2062443999.998261
3600000000,4,4,1,144,206,Sawangan,1658701541.0946062
1300000000,5,7,1,98,170,Cinere,4680491988.075328
1200000000,4,3,0,62,120,Tanah Baru,1550867627.1152542
2500000000,3,3,2,120,180,Cinere,4909606244.598561
1500000000,3,2,1,165,70,Pancoran Mas,3359214486.389816
3500000000,10,6,3,500,470,Beji,2531746438.674528
3000000000,5,4,2,180,300,Cibubur,3381793172.113798
1500000000,2,1,1,130,50,Sawangan,2214365602.382716
1400000000,3,2,0,100,70,Sawangan,2233344847.4117646
100000000,2,2,0,120,120,Depok I,2248009733.331852
1240000000,3,3,2,80,90,Cilodong,1627149868.7655294
1100000000,3,2,0,80,90,Cilodong,1147008984.7250674
250000000,2,2,0,31,60,Sukmajaya,2087985421.0505264
599000000,2,2,1,40,50,Limo,2033449973.750656
2000000000,5,4,1,140,140,Cinere,4541094465.716549
1800000000,3,3,0,103,108,Gandul,2951963471.4974093
565000000,2,2,1,87,48,Sawangan,2218094374.7286887
4099999999,4,3,1,280,280,Cinere,4541094465.716549
4800000000,4,2,0,270,350,Cinere,4909606244.598561
950000000,2,1,1,147,50,Sawangan,2218094374.7286887
600000000,2,2,1,70,70,Cibubur,3358676488.0907736
1200000000,2,1,1,120,45,Sawangan,1955035704.9314709
580000000,2,1,0,84,45,Tapos,2062443999.998261
2500000000,5,3,2,500,175,Bojong Sari,1365310808.268797
490000000,2,2,2,94,50,Cimanggis,2489429483.9539747
1100000000,4,3,2,115,180,Depok II,2344923342.5414367
2000000000,4,3,1,225,220,Depok I,2220955244.753846
700000000,3,2,1,40,64,Beji,3834212579.500589
582000000,2,1,2,54,45,Cilodong,1147008984.7250674
710000000,2,1,2,72,45,Cilodong,1625010649.3489175
1300000000,2,1,1,96,120,Cinere,4680491988.075328
761000000,2,1,2,79,45,Cilodong,1541574045.137153
600000000,2,2,1,72,50,Sawangan,2214365602.382716
630000000,2,1,1,60,40,Kukusan,1989986781.6091957
1290000000,4,3,1,89,90,Sukmajaya,2087578294.174668
850000000,2,2,1,98,80,Pancoran Mas,3409127772.846495
1140000000,3,3,2,90,92,Cilodong,1147008984.7250674
720000000,3,1,1,72,68,Limo,2013263741.7615285
3000000000,3,3,2,160,100,Cinere,4852868864.173362
795000000,2,1,1,125,97,Cinangka,7025262418.300653
4000000000,4,3,2,457,280,Kukusan,2073163186.813187
960000000,4,2,1,62,83,Cilodong,1541574045.137153
1400000000,4,4,1,60,150,Kukusan,2073163186.813187
1200000000,3,2,1,172,100,Rangkapanjaya,1122774509.8039217
1600000000,3,3,2,111,135,Cinere,4852868864.173362
985000000,3,2,1,60,100,Pancoran Mas,3359214486.389816
590000000,2,2,1,52,52,Tapos,1956323999.998261
1570000000,3,3,1,68,125,Tanah Baru,1655643181.8181818
2600000000,3,2,1,126,98,Margonda,4971576839.234332
1350000000,3,2,2,99,102,Tanah Baru,1550867627.1152542
499000000,2,1,1,65,50,Cinangka,6782590476.190476
5500000000,6,3,1,215,300,Pancoran Mas,3409127772.846495
430000000,3,1,1,68,36,Pancoran Mas,3395635733.692935
790000000,2,2,2,50,79,Cilodong,1627149868.7655294
795000000,2,2,1,40,45,Cimanggis,2466095424.086244
1090000000,3,3,2,84,89,Cilodong,1147008984.7250674
2800000000,3,3,1,150,200,Cinere,4778631550.604929
1900000000,3,2,2,102,150,Cinere,4852868864.173362
550000000,2,1,1,62,47,Depok I,2248009733.331852
1070000000,3,3,2,82,87,Cilodong,1625010649.3489175
800000000,3,2,0,121,85,Sawangan,2214365602.382716
4700000000,5,4,1,200,325,Harjamukti,2620408864.260388
810000000,3,2,1,62,85,Sawangan,1658701541.0946062
1100000000,3,2,1,63,80,Cilodong,1147008984.7250674
980000000,3,2,1,60,75,Limo,2013263741.7615285
850000000,3,1,1,60,96,Cimanggis,2489429483.9539747
2100000000,2,1,1,144,100,Krukut,8605287769.776978
2600000000,3,2,0,200,150,Cibubur,3381793172.113798
250000000,2,1,1,36,40,Cipayung,679467980.2955666
950000000,4,2,0,105,93,Cipayung,678257216.4948454
4400000000,4,4,2,240,305,Harjamukti,2620408864.260388
1300000000,4,2,1,160,140,Tanah Baru,1526368430.030717
430000000,3,1,1,68,36,Beji,3834212579.500589
430000000,3,1,1,68,36,Margonda,4941167236.464388
3690000000,5,4,1,259,260,Cinere,4909606244.598561
430000000,3,1,1,68,36,Cipayung,679467980.2955666
4700000000,6,5,1,306,291,Cimanggis,2476460973.56815
1150000000,3,2,0,73,100,Depok II,2159771892.6553674
790000000,2,1,0,78,50,Citayam,622997487.4371859
790000000,2,1,0,78,50,Margonda,4886861206.896552
275000000,2,1,1,50,36,Pasir Putih,600151079.1366906
295000000,2,1,1,50,36,Sawangan,2214365602.382716
2200000000,3,2,1,112,200,Harjamukti,2715311363.627841
2200000000,3,2,1,120,170,Harjamukti,2656676737.1540785
950000000,4,2,2,63,83,Depok I,2247611838.7553043
595000000,2,1,1,61,40,Sawangan,2214365602.382716
1100000000,3,2,1,105,100,Sukmajaya,2087985421.0505264
950000000,3,3,1,60,80,Depok II,2505159971.509972
790000000,2,1,0,78,50,Cilodong,1627149868.7655294
790000000,2,1,0,78,50,Sukmajaya,2020622313.2006145
850000000,3,2,1,90,84,Cibubur,3421221958.4510384
300000000,3,1,0,60,60,Sawangan,2233344847.4117646
998000000,3,2,0,75,100,Depok I,2267178620.197724
3100000000,4,4,0,178,256,Citayam,631855643.0446194
1550000000,3,4,0,116,100,Citayam,631855643.0446194
907000000,3,2,1,75,75,Tapos,1956323999.998261
900000000,2,1,0,77,54,Sukmajaya,2087578294.174668
670000000,2,1,0,77,50,Sukmajaya,2087578294.174668
1940000000,3,3,0,116,175,Citayam,590709923.6641221
2770000000,5,3,0,160,250,Sukmajaya,2020622313.2006145
1220000000,3,2,0,116,90,Sukmajaya,2087985421.0505264
1220000000,3,2,0,78,84,Sukmajaya,2087578294.174668
3700000000,4,3,2,176,147,Cimanggis,2489429483.9539747
1330000000,3,2,0,121,80,Sukmajaya,2087985421.0505264
590000000,3,2,1,72,140,Sukmajaya,2087985421.0505264
1400000000,4,2,1,98,100,Cibubur,3358676488.0907736
1200000000,4,3,1,90,185,Sukatani,1697840579.710145
1220000000,3,2,0,92,80,Sukmajaya,2058659104.6257544
1000000000,2,3,0,72,82,Sukmajaya,2087578294.174668
1220000000,3,2,0,78,84,Citayam,631855643.0446194
1050000000,2,1,0,120,110,Sukmajaya,2087578294.174668
1000000000,2,2,0,93,115,Sukmajaya,2058659104.6257544
2880000000,3,4,0,120,200,Sukmajaya,2051098919.7510288
1550000000,5,4,0,72,100,Limo,2101731233.2412868
2770000000,5,3,0,160,250,Citayam,622997487.4371859
610000000,2,1,0,72,55,Limo,2101731233.2412868
1220000000,3,2,0,92,80,Citayam,590709923.6641221
1220000000,3,2,0,116,90,Citayam,648777777.7777778
500000000,2,1,0,72,36,Citayam,622997487.4371859
1110000000,3,2,0,73,100,Limo,2101731233.2412868
1330000000,3,2,0,121,80,Citayam,590709923.6641221
2490000000,4,3,0,180,230,Sukmajaya,2058659104.6257544
425000000,3,1,1,60,36,Cipayung,679467980.2955666
787000000,3,2,1,66,65,Cinangka,4256304620.462046
1600000000,3,2,2,64,81,Beji,3834212579.500589
75000000,2,1,1,70,45,Cilodong,1541574045.137153
85000000,2,2,1,70,50,Cilodong,1618993457.942226
1660000000,3,2,0,72,65,Citayam,648777777.7777778
1050000000,3,2,0,74,136,Citayam,648777777.7777778
760000000,3,1,0,81,81,Sukmajaya,2087578294.174668
1400000000,2,1,1,155,60,Cimanggis,2476460973.56815
5700000000,4,4,2,400,350,Beji,3683624225.6842737
672000000,2,1,0,72,36,Tapos,2062443999.998261
3000000000,4,2,2,204,300,Cibubur,2981969911.4970503
3200000000,4,3,3,180,200,Cibubur,3358676488.0907736
800000000,3,2,0,46,120,Cimanggis,2466095424.086244
1790000000,4,3,2,117,144,Rangkapanjaya,1122774509.8039217
1850000000,3,2,1,170,140,Cinere,4852868864.173362
550000000,2,1,1,67,47,Depok I,2248009733.331852
810000000,3,2,1,62,100,Depok I,2247611838.7553043
600000000,2,1,1,63,40,Sawangan,2214365602.382716
1000000000,3,2,2,70,72,Sawangan,2233344847.4117646
900000000,3,2,1,50,73,Margonda,4750639058.168975
1950000000,4,4,1,180,200,Sawangan,2218094374.7286887
1790000000,3,3,0,88,130,Margonda,5093899109.789317
3900000000,6,5,2,252,375,Sukmajaya,2087578294.174668
1900000000,4,4,1,128,200,Cibubur,2981969911.4970503
1270000000,2,3,1,128,100,Cibubur,3421221958.4510384
2600000000,4,4,2,180,220,Cibubur,3421221958.4510384
900000000,2,1,1,90,67,Cibubur,3421221958.4510384
780000000,2,1,0,75,45,Cipayung,696162530.4136254
1300000000,3,2,1,96,90,Limo,2101731233.2412868
420000000,2,1,1,75,45,Sawangan,1955035704.9314709
2000000000,2,2,0,142,75,Bojong Sari,1334460727.270909
2300000000,6,4,3,186,164,Cimanggis,2433828383.0610685
1900000000,3,2,1,103,108,Gandul,2951963471.4974093
990000000,3,3,2,70,80,Cilodong,1147008984.7250674
650000000,3,1,0,86,86,Sukmajaya,2020622313.2006145
850000000,3,2,0,89,80,Depok I,2267178620.197724
2880000000,5,2,0,154,300,Cinere,4680491988.075328
95000000,3,2,1,50,67,Cipayung,696162530.4136254
800000000,3,3,1,50,60,Cipayung,678257216.4948454
1800000000,3,2,2,90,150,Cinere,4541094465.716549
5500000000,6,4,2,375,500,Cinere,4852868864.173362
1700000000,3,2,1,70,117,Cinere,4680491988.075328
2400000000,5,3,2,360,250,Cinere,4541094465.716549
3700000000,4,3,2,294,307,Cinere,4680491988.075328
340000000,2,1,0,50,36,Citayam,631855643.0446194
800000000,2,2,1,98,50,Sawangan,1955035704.9314709
750000000,3,2,1,60,70,Sawangan,1658701541.0946062
1900000000,4,4,2,100,130,Cinere,4852868864.173362
2500000000,3,2,0,128,112,Sawangan,2218094374.7286887
1000000000,2,1,1,84,49,Cinangka,4256304620.462046
900000000,3,2,1,60,72,Kelapa Dua,2230940828.4023666
960000000,2,2,1,65,108,Cinangka,7025262418.300653
3200000000,4,3,1,166,200,Cilodong,1625010649.3489175
760000000,3,2,1,141,85,Depok II,2344923342.5414367
3700000000,5,3,2,425,236,Cinere,4852868864.173362
2500000000,3,2,2,200,135,Cinere,4541094465.716549
2600000000,4,3,0,301,275,Cinere,4909606244.598561
5300000000,5,3,1,500,250,Cinere,4680491988.075328
2250000000,3,2,2,160,180,Cinere,4541094465.716549
4500000000,5,4,4,665,250,Cinere,4778631550.604929
975000000,3,3,1,84,100,Limo,2033449973.750656
550000000,3,1,0,45,60,Cipayung,682827093.5960591
785000000,2,2,1,75,45,Cilodong,1541574045.137153
1100000000,3,3,1,98,110,Pancoran Mas,2480917164.813834
1500000000,3,3,1,172,200,Pancoran Mas,3395635733.692935
1250000000,3,3,2,78,90,Tirtajaya,1541250000.0
3000000000,3,2,1,325,207,Cinere,4778631550.604929
1770000000,5,2,1,148,130,Cinere,4909606244.598561
1900000000,3,2,1,100,116,Cinere,4909606244.598561
2200000000,4,2,2,270,220,Cinere,4778631550.604929
4500000000,4,4,1,300,400,Cinere,4909606244.598561
2350000000,4,3,1,162,169,Cibubur,3421221958.4510384
700000000,2,1,1,70,36,Cipayung,695944364.5083933
1000000000,3,2,0,120,145,Cilodong,1627149868.7655294
2000000000,2,2,0,135,110,Cibubur,2981969911.4970503
4000000000,4,4,0,250,248,Cinere,4541094465.716549
595000000,2,1,1,89,45,Pancoran Mas,3395635733.692935
4000000000,4,4,2,250,248,Cinere,4541094465.716549
4900000000,3,2,0,400,250,Margonda,4886861206.896552
745000000,2,2,0,60,48,Cimanggis,2489429483.9539747
3450000000,5,4,2,585,234,Cinangka,7025262418.300653
980000000,3,3,1,65,55,Limo,2033449973.750656
895000000,3,2,1,80,50,Kelapa Dua,2450029940.1197605
800000000,2,1,1,81,45,Bojong Sari,1365310808.268797
550000000,2,1,1,72,50,Cipayung,682827093.5960591
365000000,2,1,1,71,30,Sawangan,2218094374.7286887
2800000000,5,5,1,123,150,Cinere,4541094465.716549
760000000,3,2,2,72,50,Sukmajaya,2087985421.0505264
765000000,2,2,2,71,50,Sukmajaya,2051098919.7510288
750000000,2,2,2,70,50,Sukmajaya,2087578294.174668
650000000,2,2,1,66,65,Sawangan,2233344847.4117646
650000000,2,1,1,84,54,Sawangan,1658701541.0946062
1550000000,3,2,1,95,128,Beji,3834212579.500589
1800000000,3,2,2,120,72,Depok II,2559463360.8815427
850000000,3,2,1,89,80,Beji,2531746438.674528
1700000000,3,2,2,120,72,Cinere,4852868864.173362
850000000,2,1,1,81,45,Sawangan,1955035704.9314709
1200000000,3,3,1,103,160,Cilodong,1625010649.3489175
895000000,4,3,1,200,105,Beji,3834212579.500589
3500000000,4,3,1,200,157,Sukmajaya,2087578294.174668
1250000000,2,2,1,90,70,Cinere,4680491988.075328
1280000000,3,2,1,71,85,Kelapa Dua,2388163636.3636365
5600000000,4,4,0,322,400,Cimanggis,2476460973.56815
5000000000,3,3,2,347,300,Kukusan,2073163186.813187
1800000000,3,3,1,120,150,Sukmajaya,2087985421.0505264
2000000000,3,2,1,100,116,Cinere,4909606244.598561
1900000000,3,2,1,120,107,Cinere,4852868864.173362
795000000,3,2,1,40,70,Cisalak,2899771084.3373494
1700000000,3,3,1,98,150,Cibubur,2981969911.4970503
2450000000,5,4,2,135,260,Limo,2101731233.2412868
1600000000,3,3,1,123,170,Depok I,2220955244.753846
1750000000,4,3,2,155,180,Cimanggis,2546075969.094804
2800000000,3,3,2,152,195,Cinere,4852868864.173362
5000000000,5,4,0,300,200,Harjamukti,2712226512.9596543
1820000000,3,2,1,65,120,Depok I,2247611838.7553043
2100000000,6,4,1,199,180,Tanah Baru,1526368430.030717
585000000,2,1,1,72,51,Tanah Baru,1647407017.540351
1800000000,4,2,0,107,100,Kukusan,2048049468.0851064
1500000000,2,2,3,300,60,Tapos,2066736269.4283247
2300000000,4,2,2,128,149,Depok I,2247611838.7553043
1300000000,3,3,2,143,125,Cinere,4680491988.075328
480000000,3,1,2,90,65,Sawangan,1955035704.9314709
2300000000,4,3,2,128,149,Pasir Putih,633453846.1538461
2500000000,3,2,1,160,79,Depok I,2248009733.331852
2400000000,4,4,2,216,149,Sawangan,2218094374.7286887
1200000000,4,4,1,159,76,Sawangan,1955035704.9314709
285000000,2,1,0,56,35,Cimanggis,2546075969.094804
750000000,2,1,1,120,60,Sawangan,1658701541.0946062
2000000000,3,3,2,165,110,Depok I,2090200791.6652775
3300000000,5,3,2,130,380,Sukmajaya,2051098919.7510288
1070000000,4,2,1,112,110,Depok I,2248009733.331852
1500000000,4,2,0,180,230,Sawangan,1658701541.0946062
3250000000,4,4,3,405,200,Beji,2531746438.674528
1050000000,3,1,1,76,86,Cimanggis,2546075969.094804
545000000,2,1,1,60,40,Citayam,648777777.7777778
550000000,2,1,1,70,45,Bojong Sari,1381708148.1462965
540000000,2,1,1,60,40,Citayam,590709923.6641221
769000000,3,2,1,60,72,Citayam,648777777.7777778
1050000000,2,2,1,89,150,Depok II,2505159971.509972
330000000,1,1,1,65,40,Cimanggis,2476460973.56815
470000000,3,1,1,67,36,Pancoran Mas,2665252674.71786
546000000,2,1,1,60,40,Citayam,665709595.9595959
470000000,3,1,1,67,36,Beji,3958941566.261446
626000000,2,1,1,84,48,Citayam,590709923.6641221
1900000000,4,3,1,157,140,Cinere,4909606244.598561
365000000,2,2,1,71,40,Cimanggis,2489429483.9539747
470000000,3,1,1,67,36,Cipayung,679467980.2955666
4900000000,6,4,2,302,350,Harjamukti,2715311363.627841
900000000,3,2,1,115,79,Depok I,2220955244.753846
1700000000,3,3,2,82,110,Cimanggis,2489429483.9539747
1850000000,5,5,2,90,140,Beji,3834212579.500589
750000000,2,1,1,72,45,Rangkapanjaya,1121231527.093596
3500000000,3,4,1,229,250,Cinere,4541094465.716549
400000000,3,2,1,42,60,Citayam,648777777.7777778
424000000,3,1,1,60,39,Margonda,4750639058.168975
1800000000,3,2,1,84,110,Cinere,4680491988.075328
2200000000,5,3,1,640,349,Sukmajaya,2087578294.174668
1750000000,4,3,1,105,180,Cinere,4852868864.173362
1600000000,4,4,1,149,175,Cibubur,3358676488.0907736
1600000000,3,2,1,84,120,Cinere,4909606244.598561
1050000000,4,2,1,110,100,Beji,2531746438.674528
250000000,2,1,1,60,40,Cipayung,682827093.5960591
250000000,2,1,1,55,40,Cipayung,678257216.4948454
1380000000,3,3,1,86,120,Krukut,8577985714.278571
328000000,2,2,1,47,42,Sawangan,2214365602.382716
950000000,3,3,0,60,80,Cilodong,1541574045.137153
1190000000,3,3,2,84,90,Cilodong,1625010649.3489175
1600000000,3,3,1,91,108,Beji,3958941566.261446
1160000000,3,3,2,74,90,Cilodong,1625010649.3489175
1350000000,3,2,0,98,215,Cimanggis,2433828383.0610685
1170000000,3,3,2,79,90,Cilodong,1625010649.3489175
825000000,3,1,0,100,75,Rangkapanjaya,1165975369.458128
1650000000,3,3,1,159,150,Pancoran Mas,2480917164.813834
1800000000,4,3,0,205,144,Cibubur,2981969911.4970503
4700000000,4,3,0,340,300,Pancoran Mas,3359214486.389816
800000000,3,1,0,78,46,Harjamukti,2712226512.9596543
999000000,2,2,1,60,60,Sawangan,2218094374.7286887
945000000,3,2,0,58,61,Cimanggis,2476460973.56815
1650000000,3,2,1,105,89,Krukut,2048585714.2857144
400000000,2,1,1,56,36,Sawangan,1658701541.0946062
500000000,2,1,1,60,40,Tapos,1956323999.998261
5200000000,4,3,0,180,250,Margonda,4941167236.464388
1100000000,2,2,1,84,81,Depok I,2267178620.197724
2250000000,4,4,2,134,260,Depok II,2505159971.509972
980000000,2,2,0,66,55,Sawangan,2218094374.7286887
990000000,3,2,1,122,90,Sawangan,2233344847.4117646
800000000,2,1,1,82,60,Kukusan,2073163186.813187
1500000000,3,2,1,117,72,Sukmajaya,2087578294.174668
3500000000,3,3,3,317,159,Cimanggis,2433828383.0610685
2000000000,4,2,2,140,220,Sukmajaya,2087578294.174668
2000000000,2,2,1,157,100,Cinere,4909606244.598561
560000000,2,1,0,72,36,Cilodong,1625010649.3489175
1000000000,3,2,0,105,50,Sawangan,1658701541.0946062
