Harga,Kamar Tidur,Kamar Mandi,Garasi,Luas Tanah,Luas Bangunan,Lokasi,Lokasi_encoded
5000000000,4,6,0,400,150,Cisalak,2899771084.3373494
534000000,2,1,1,70,36,Cimanggis,2476460973.56815
1300000000,4,2,1,100,200,Depok I,2248009733.331852
475000000,2,1,1,60,38,Cilodong,1147008984.7250674
380000000,2,1,1,65,45,Citayam,665709595.9595959
400000000,2,1,1,61,42,Citayam,590709923.6641221
5500000000,5,4,2,204,200,Pangkalan Jati,5544385542.13253
400000000,2,1,1,69,45,Citayam,631855643.0446194
654000000,3,2,2,58,60,Cilodong,1625010649.3489175
1300000000,3,2,1,149,108,Tapos,2062443999.998261
2900000000,7,5,1,200,412,Sukmajaya,2058659104.6257544
995000000,3,2,0,60,54,Cinere,4852868864.173362
2300000000,5,5,1,142,300,Harjamukti,2656676737.1540785
1300000000,2,2,1,131,90,Cilodong,1627149868.7655294
1500000000,4,4,1,80,72,Cimanggis,2466095424.086244
2000000000,3,2,1,140,150,Depok II,2344923342.5414367
990000000,3,2,2,89,90,Pancoran Mas,3395635733.692935
763000000,3,2,1,60,60,Sawangan,2233344847.4117646
2600000000,3,3,2,112,136,Cinere,4680491988.075328
750000000,4,3,0,80,160,Sukmajaya,2020622313.2006145
3700000000,3,2,1,256,200,Cinere,4680491988.075328
1350000000,3,3,2,65,85,Pangkalan Jati,5453610451.277909
1800000000,4,4,2,90,130,Gandul,3124520175.4327483
1350000000,3,3,2,65,85,Gandul,3079198952.874346
1800000000,4,4,2,90,130,Pangkalan Jati,5544385542.13253
975000000,2,1,2,155,65,Pancoran Mas,2480917164.813834
2400000000,5,2,2,542,300,Cilodong,1541574045.137153
1800000000,3,2,0,409,120,Sukmajaya,2087578294.174668
2600000000,3,3,2,112,136,Limo,2082024973.680263
1300000000,2,2,1,96,90,Cinere,4852868864.173362
678000000,2,1,2,84,45,Sawangan,2214365602.382716
720000000,4,2,2,205,120,Sawangan,1955035704.9314709
250000000,2,1,0,50,50,Depok I,2247611838.7553043
2500000000,3,2,2,286,100,Beji,3834212579.500589
1390000000,3,2,0,148,90,Cilodong,1147008984.7250674
720000000,3,1,0,117,70,Sawangan,1955035704.9314709
525000000,2,2,1,49,50,Harjamukti,2712226512.9596543
945000000,3,2,1,54,70,Beji,3834212579.500589
1600000000,3,3,1,84,120,Cinere,4680491988.075328
1250000000,3,2,1,75,85,Tugu,3513851851.851852
1700000000,3,2,1,105,89,Krukut,8555485915.485915
610000000,2,1,0,75,45,Cilodong,1147008984.7250674
1000000000,2,1,0,101,40,Cilodong,1618993457.942226
1550000000,6,4,0,103,250,Sawangan,1658701541.0946062
1550000000,3,2,0,84,87,Pancoran Mas,3395635733.692935
1500000000,5,3,1,150,106,Depok I,2090200791.6652775
1110000000,4,3,0,170,165,Sawangan,1658701541.0946062
940000000,2,1,0,110,33,Sawangan,1658701541.0946062
1200000000,2,3,2,148,100,Cipayung,696162530.4136254
2500000000,3,1,1,154,180,Cinere,4778631550.604929
4800000000,3,3,1,240,280,Cinere,4852868864.173362
1500000000,5,3,0,150,106,Pancoran Mas,3409127772.846495
810000000,2,1,1,74,50,Cilodong,1147008984.7250674
4500000000,3,2,2,120,115,Pangkalan Jati,5453610451.277909
1300000000,3,2,1,92,66,Depok II,2456265782.1229053
2500000000,5,4,1,325,230,Cilodong,1618993457.942226
285000000,2,2,1,56,35,Sawangan,2233344847.4117646
890000000,3,2,2,70,60,Tapos,1956323999.998261
750000000,3,2,1,40,64,Beji,3683624225.6842737
365000000,2,2,1,71,40,Depok I,2247611838.7553043
830000000,2,1,0,94,92,Pancoran Mas,3409127772.846495
568000000,2,1,1,71,36,Cilangkap,1049169230.7692308
1950000000,3,2,1,103,108,Gandul,3124520175.4327483
1440000000,2,2,0,150,91,Sukmajaya,2058659104.6257544
1880000000,3,1,0,200,114,Sawangan,2214365602.382716
1000000000,3,2,0,72,144,Citayam,631855643.0446194
3100000000,3,4,0,219,300,Cilodong,1147008984.7250674
1030000000,3,1,0,91,63,Sawangan,1955035704.9314709
3300000000,5,4,1,200,230,Cinere,4852868864.173362
285000000,2,1,1,65,40,Sawangan,2214365602.382716
780000000,3,1,0,117,100,Cilodong,1627149868.7655294
1610000000,3,3,0,120,160,Cimanggis,2466095424.086244
1500000000,3,2,0,98,84,Cinere,4909606244.598561
1330000000,3,4,0,113,111,Cilodong,1541574045.137153
1000000000,2,2,0,117,57,Sawangan,2218094374.7286887
890000000,3,2,0,81,81,Sukmajaya,2051098919.7510288
684000000,2,1,2,60,36,Cimanggis,2476460973.56815
1900000000,3,3,2,99,133,Cinere,4541094465.716549
1600000000,3,3,1,150,184,Cimanggis,2546075969.094804
950000000,3,2,1,59,77,Sukmajaya,2051098919.7510288
800000000,2,1,0,92,45,Pancoran Mas,2665252674.71786
780000000,2,1,0,78,36,Cilodong,1625010649.3489175
1000000000,5,2,0,95,150,Cilodong,1541574045.137153
2210000000,4,3,0,120,200,Sawangan,2218094374.7286887
1450000000,2,2,1,64,87,Pangkalan Jati,5453610451.277909
3500000000,6,4,1,220,220,Cinere,4909606244.598561
1800000000,3,3,2,98,95,Depok I,2247611838.7553043
2300000000,2,2,2,148,104,Tapos,1979943661.9700704
2600000000,3,4,1,100,120,Limo,2033449973.750656
2880000000,5,4,1,180,259,Limo,2101731233.2412868
365000000,2,1,1,71,40,Sawangan,1955035704.9314709
395000000,2,2,1,40,48,Cipayung,678257216.4948454
1800000000,3,3,2,98,95,Depok II,2456265782.1229053
1250000000,4,4,1,71,120,Limo,2082024973.680263
1600000000,3,2,0,91,110,Cinere,4852868864.173362
4700000000,6,5,4,480,320,Cinere,4541094465.716549
5000000000,4,3,0,310,340,Cinere,4852868864.173362
1600000000,3,2,0,92,90,Cinere,4778631550.604929
3100000000,3,2,2,210,148,Pangkalan Jati,5513785714.257143
1800000000,3,3,2,98,95,Cinere,4909606244.598561
1100000000,2,1,1,90,72,Limo,2101731233.2412868
4000000000,4,2,0,400,250,Cimanggis,2476460973.56815
550000000,2,2,0,56,67,Sawangan,2218094374.7286887
1800000000,3,3,2,98,95,Cimanggis,2489429483.9539747
1800000000,3,3,2,98,95,Pancoran Mas,3409127772.846495
1800000000,3,3,2,98,95,Limo,2033449973.750656
810000000,2,2,1,77,50,Cilodong,1541574045.137153
1800000000,3,3,2,98,95,Kelapa Dua,2544735632.183908
1200000000,4,4,2,73,90,Sawangan,2218094374.7286887
1400000000,3,3,1,70,80,Kukusan,2073163186.813187
1500000000,3,2,1,107,150,Cilodong,1627149868.7655294
907000000,3,2,1,75,76,Tapos,2062443999.998261
1290000000,4,4,2,77,100,Sawangan,2214365602.382716
2600000000,3,3,1,200,143,Harjamukti,2715311363.627841
1900000000,3,6,1,66,231,Depok I,2247611838.7553043
1140000000,3,3,2,65,90,Sawangan,2218094374.7286887
1270000000,3,2,2,62,120,Beji,3834212579.500589
558000000,3,2,1,37,60,Pancoran Mas,2480917164.813834
3500000000,2,1,0,410,60,Tugu,3576471698.113208
1800000000,3,3,2,98,95,Sawangan,2233344847.4117646
1190000000,4,4,2,72,90,Sawangan,1955035704.9314709
2700000000,3,3,3,135,200,Pancoran Mas,3409127772.846495
1200000000,5,3,2,64,170,Sukmajaya,2051098919.7510288
1800000000,3,3,0,160,153,Pancoran Mas,3359214486.389816
1100000000,2,1,2,134,45,Sawangan,1955035704.9314709
1000000000,2,1,0,135,60,Sawangan,2233344847.4117646
535000000,2,1,0,58,42,Rangkapanjaya,1163555555.5555556
3800000000,4,3,2,240,305,Cibubur,3358676488.0907736
470000000,3,1,0,110,50,Pancoran Mas,3409127772.846495
2800000000,3,3,1,150,150,Cinere,4541094465.716549
2200000000,3,2,1,96,92,Tapos,2066736269.4283247
1410000000,4,3,2,105,90,Sawangan,1658701541.0946062
3300000000,4,2,0,165,90,Cinere,4852868864.173362
360000000,2,1,1,54,36,Bojong Sari,1365310808.268797
900000000,2,1,0,104,100,Sukmajaya,2087985421.0505264
1390000000,3,2,2,90,98,Depok II,2559463360.8815427
1390000000,3,2,2,90,98,Cisalak,2701560975.609756
2500000000,3,3,0,128,150,Cibubur,3453845688.344932
1390000000,3,2,2,90,98,Kelapa Dua,2430041420.118344
1390000000,3,2,3,90,98,Cimanggis,2489429483.9539747
1350000000,3,2,1,84,102,Sawangan,1658701541.0946062
985000000,3,2,1,55,90,Rangkapanjaya,1121231527.093596
1060000000,3,3,1,54,90,Rangkapanjaya,1163555555.5555556
1350000000,3,2,0,84,102,Sawangan,1658701541.0946062
1100000000,5,3,1,110,175,Limo,2013263741.7615285
1600000000,2,2,2,160,100,Sawangan,2218094374.7286887
1950000000,3,2,1,160,150,Sawangan,2214365602.382716
860000000,2,1,1,79,54,Beji,2531746438.674528
600000000,2,1,1,69,50,Depok I,2090200791.6652775
400000000,4,3,1,84,102,Sukmajaya,2087985421.0505264
1700000000,5,4,2,155,155,Cimanggis,2466095424.086244
3200000000,4,2,0,500,173,Beji,3834212579.500589
1300000000,3,2,1,72,120,Cilodong,1627149868.7655294
2500000000,4,4,2,240,250,Cinere,4909606244.598561
850000000,2,1,1,130,110,Cipayung,682827093.5960591
750000000,2,2,0,84,84,Sukmajaya,2051098919.7510288
1390000000,3,2,2,90,98,Margonda,4886861206.896552
985000000,3,2,1,60,112,Pancoran Mas,2480917164.813834
1390000000,3,2,2,90,98,Cimanggis,2476460973.56815
870000000,3,4,0,100,80,Depok II,2559463360.8815427
900000000,2,2,1,105,105,Tapos,2066736269.4283247
900000000,4,2,1,62,83,Cilodong,1625010649.3489175
1390000000,3,2,2,98,90,Sukmajaya,2087985421.0505264
1050000000,2,2,1,96,85,Sukmajaya,2087578294.174668
695000000,2,2,0,50,60,Cilodong,1627149868.7655294
1600000000,3,2,1,280,120,Sukmajaya,2087985421.0505264
3600000000,5,5,2,200,200,Cinere,4852868864.173362
800000000,2,2,0,93,115,Cilodong,1541574045.137153
640000000,2,1,1,70,39,Depok I,2247611838.7553043
600000000,2,1,1,70,45,Cinangka,7025262418.300653
3500000000,4,2,0,500,173,Beji,3683624225.6842737
2350000000,3,4,1,140,110,Sawangan,1955035704.9314709
750000000,2,2,0,94,60,Bojong Sari,1352678465.804067
580000000,3,1,1,75,55,Bojong Sari,1334460727.270909
900000000,3,2,2,84,100,Cibubur,3421221958.4510384
599000000,2,1,1,61,36,Cimanggis,2546075969.094804
850000000,2,2,1,84,46,Depok I,2220955244.753846
4000000000,5,3,3,361,200,Cimanggis,2433828383.0610685
695000000,2,2,0,50,60,Citayam,590709923.6641221
2400000000,3,3,2,120,180,Cinere,4909606244.598561
380000000,2,1,0,120,36,Depok I,2267178620.197724
1500000000,2,2,0,120,70,Sawangan,1955035704.9314709
450000000,2,1,0,72,50,Depok I,2247611838.7553043
495000000,2,1,0,69,42,Sawangan,1955035704.9314709
1270000000,3,2,2,61,120,Sawangan,1658701541.0946062
2000000000,3,2,0,120,107,Limo,2033449973.750656
2650000000,3,3,1,200,150,Cinere,4541094465.716549
900000000,3,2,1,60,76,Cibubur,3358676488.0907736
815000000,3,2,1,63,65,Beji,3958941566.261446
1800000000,2,3,0,120,180,Cimanggis,2433828383.0610685
750000000,2,2,1,70,50,Sukmajaya,2058659104.6257544
1000000000,3,2,1,81,70,Cilodong,1618993457.942226
1050000000,3,2,1,105,70,Cimanggis,2466095424.086244
1100000000,3,2,2,71,105,Beji,2531746438.674528
2000000000,3,4,2,100,130,Cinere,4852868864.173362
1200000000,3,2,1,85,100,Cilodong,1627149868.7655294
4000000000,9,4,4,240,190,Pangkalan Jati,5508709273.157895
970000000,2,2,0,86,70,Citayam,631855643.0446194
1400000000,3,2,0,90,63,Limo,2101731233.2412868
1330000000,4,3,0,96,130,Cinere,4778631550.604929
1500000000,3,2,1,157,70,Cinere,4909606244.598561
1400000000,3,2,0,90,63,Bojong Sari,1272098706.097967
2200000000,5,3,2,143,200,Pancoran Mas,2665252674.71786
1250000000,4,2,2,105,160,Cimanggis,2466095424.086244
750000000,2,1,1,75,36,Cinere,4778631550.604929
980000000,3,3,1,88,120,Cimanggis,2466095424.086244
2600000000,3,2,0,120,180,Cinere,4852868864.173362
1250000000,3,3,1,135,134,Depok I,2247611838.7553043
1050000000,2,3,1,128,115,Cimanggis,2476460973.56815
800000000,3,2,0,120,110,Cilodong,1618993457.942226
450000000,2,1,0,72,50,Cipayung,682827093.5960591
1750000000,3,2,1,105,180,Cinere,4541094465.716549
1600000000,3,3,1,216,155,Cinere,4680491988.075328
3500000000,3,3,1,300,185,Cinere,4909606244.598561
450000000,2,1,0,72,50,Citayam,622997487.4371859
450000000,2,1,0,72,50,Margonda,4886861206.896552
1350000000,4,4,1,92,98,Sawangan,1658701541.0946062
5500000000,6,5,2,360,200,Cinere,4778631550.604929
5400000000,3,3,1,308,250,Cinere,4680491988.075328
1350000000,4,4,1,92,98,Cinere,4541094465.716549
880000000,2,1,1,60,40,Sawangan,1955035704.9314709
950000000,2,2,1,68,105,Tugu,3576471698.113208
1380000000,3,2,1,136,124,Tanah Baru,1647407017.540351
1450000000,3,3,2,83,160,Cinere,4778631550.604929
650000000,2,1,0,90,30,Tapos,2066736269.4283247
1500000000,2,1,0,156,70,Cinere,4909606244.598561
565000000,2,1,1,60,40,Cinere,4680491988.075328
825000000,3,1,0,217,75,Sukatani,1815985074.6268656
700000000,3,1,1,90,52,Cinere,4680491988.075328
630000000,2,1,1,60,40,Cinere,4778631550.604929
450000000,2,1,0,83,54,Pancoran Mas,2480917164.813834
900000000,3,2,1,75,90,Cinere,4778631550.604929
2600000000,3,1,1,314,200,Cinere,4909606244.598561
1200000000,3,2,1,72,72,Tapos,1979943661.9700704
1850000000,3,2,0,70,117,Cinere,4909606244.598561
230000000,2,1,0,48,35,Citayam,665709595.9595959
500000000,2,1,0,70,36,Cilodong,1625010649.3489175
445000000,2,1,0,65,110,Depok I,2267178620.197724
1950000000,4,2,3,80,92,Cinere,4852868864.173362
1400000000,2,2,2,100,100,Gandul,3055687903.22043
2400000000,3,3,1,230,240,Cinere,4680491988.075328
1800000000,3,3,2,84,80,Tanah Baru,1647407017.540351
150000000,2,1,1,82,45,Sawangan,2218094374.7286887
850000000,3,2,0,217,75,Cimanggis,2466095424.086244
1850000000,3,2,2,128,144,Sawangan,2218094374.7286887
4099999999,4,2,2,412,300,Cinere,4909606244.598561
2100000000,4,4,1,100,120,Limo,2013263741.7615285
400000000,3,2,1,43,60,Depok II,2344923342.5414367
3500000000,4,3,2,319,150,Beji,3958941566.261446
615000000,2,2,1,40,50,Cilodong,1147008984.7250674
3500000000,9,5,0,500,300,Depok I,2247611838.7553043
3200000000,5,2,1,420,250,Cinere,4541094465.716549
379000000,2,1,1,60,36,Sawangan,1658701541.0946062
1400000000,2,2,1,166,125,Depok I,2248009733.331852
4600000000,4,2,2,300,215,Cinere,4680491988.075328
658000000,2,1,1,72,36,Sawangan,1955035704.9314709
970000000,3,2,1,100,70,Tanah Baru,1655643181.8181818
1050000000,3,2,1,72,100,Limo,2033449973.750656
3300000000,3,2,4,180,200,Gandul,3079198952.874346
1150000000,1,1,1,100,60,Depok I,2248009733.331852
560000000,2,1,1,84,41,Cinere,4852868864.173362
2700000000,4,3,4,211,165,Harjamukti,2718385205.473973
850000000,2,1,1,104,60,Sukmajaya,2051098919.7510288
1390000000,3,2,2,125,90,Tanah Baru,1655643181.8181818
4500000000,4,3,2,500,250,Cinere,4778631550.604929
2500000000,5,4,1,143,286,Cibubur,3453845688.344932
1500000000,5,3,2,90,104,Limo,2013263741.7615285
1500000000,5,3,2,90,104,Cinere,4541094465.716549
550000000,2,1,1,72,45,Cipayung,695944364.5083933
1800000000,3,2,1,248,180,Gandul,3124520175.4327483
2600000000,3,3,0,128,117,Cimanggis,2546075969.094804
2450000000,3,3,2,128,117,Cimanggis,2466095424.086244
880000000,4,2,0,120,120,Sukmajaya,2058659104.6257544
1400000000,3,2,1,145,100,Pancoran Mas,2480917164.813834
3500000000,5,5,1,180,250,Depok I,2267178620.197724
5700000000,5,3,2,512,400,Pancoran Mas,2665252674.71786
650000000,2,2,1,100,90,Rangkapanjaya,1165975369.458128
1200000000,3,2,1,101,72,Cinangka,4256304620.462046
3100000000,4,3,1,198,248,Gandul,3124520175.4327483
2000000000,4,2,0,107,214,Cilangkap,975542857.1428572
490000000,2,1,0,90,80,Sawangan,2233344847.4117646
3000000000,5,2,2,330,400,Depok I,2220955244.753846
700000000,3,2,2,65,65,Harjamukti,2656676737.1540785
2600000000,3,3,2,126,127,Cinere,4778631550.604929
2100000000,3,2,1,102,140,Cinere,4541094465.716549
400000000,2,1,1,50,30,Sawangan,2218094374.7286887
670000000,2,1,1,70,40,Beji,2531746438.674528
2200000000,4,4,0,194,150,Sukmajaya,2087985421.0505264
460000000,2,2,1,81,60,Cilodong,1627149868.7655294
4950000000,4,3,1,402,500,Pangkalan Jati,5508709273.157895
500000000,2,1,1,72,36,Cilodong,1625010649.3489175
5500000000,4,4,2,297,500,Tapos,1956323999.998261
900000000,3,2,1,112,90,Cinangka,4192347678.018576
2200000000,5,4,2,194,200,Tanah Baru,1647407017.540351
2850000000,6,5,1,234,300,Cinere,4778631550.604929
2800000000,3,3,2,152,152,Depok I,2267178620.197724
495000000,2,2,1,46,45,Tapos,1900826465.3641207
927000000,3,2,0,50,80,Cibubur,3421221958.4510384
1150000000,3,3,0,68,84,Depok I,2220955244.753846
500000000,2,1,1,66,42,Cimanggis,2546075969.094804
480000000,2,1,1,66,42,Cilangkap,975200000.0
400000000,2,1,1,60,38,Cilodong,1625010649.3489175
950000000,3,2,0,50,45,Kelapa Dua,2544735632.183908
1250000000,3,2,1,60,100,Cinere,4778631550.604929
4500000000,4,3,0,300,215,Cinere,4680491988.075328
1300000000,3,2,1,160,150,Sukmajaya,2058659104.6257544
2900000000,3,3,0,186,250,Cinere,4852868864.173362
927000000,3,2,0,45,61,Cisalak,2899771084.3373494
760000000,3,2,1,60,60,Beji,3683624225.6842737
560000000,2,1,1,60,40,Beji,3879711604.646512
560000000,2,1,1,60,40,Citayam,631855643.0446194
490000000,2,1,1,72,42,Citayam,665709595.9595959
670000000,2,1,1,70,40,Tanah Baru,1647407017.540351
700000000,2,1,1,62,50,Bojong Sari,1365310808.268797
510000000,2,1,1,61,45,Cipayung,696162530.4136254
950000000,3,2,1,99,99,Cinere,4680491988.075328
550000000,2,1,1,78,70,Tirtajaya,1541250000.0
1500000000,2,1,1,108,108,Cinere,4541094465.716549
3000000000,4,2,2,620,300,Cinere,4852868864.173362
890000000,3,2,1,55,80,Mekarsari,1687936708.8607595
670000000,3,1,1,100,100,Citayam,648777777.7777778
950000000,3,2,2,90,150,Cilodong,1618993457.942226
2000000000,3,2,1,192,80,Cinangka,7025262418.300653
800000000,2,1,1,79,54,Tanah Baru,1655643181.8181818
3400000000,5,4,2,140,290,Krukut,8555485915.485915
3400000000,5,4,2,140,290,Cinere,4909606244.598561
3900000000,3,3,1,218,235,Gandul,3055687903.22043
1600000000,3,2,0,177,160,Sukmajaya,2087578294.174668
670000000,2,1,1,70,36,Cipayung,695944364.5083933
870000000,2,2,1,77,55,Kukusan,2048342937.8531077
670000000,2,1,1,70,40,Margonda,4941167236.464388
1350000000,4,4,0,58,140,Tanah Baru,1659349999.996633
450000000,2,1,1,60,36,Tapos,1956323999.998261
450000000,2,1,0,60,36,Tapos,1900826465.3641207
1500000000,5,3,1,378,165,Sawangan,2218094374.7286887
2450000000,4,3,0,144,131,Sukmajaya,2051098919.7510288
975000000,3,2,2,55,73,Depok II,2159771892.6553674
355000000,2,1,0,55,36,Sawangan,2233344847.4117646
4099999999,4,3,1,260,140,Cinere,4909606244.598561
450000000,2,1,1,60,36,Cilangkap,1045500000.0
590000000,2,1,2,57,39,Pancoran Mas,3409127772.846495
575000000,2,1,1,55,37,Pancoran Mas,3395635733.692935
606000000,2,1,1,59,41,Pancoran Mas,3359214486.389816
4850000000,4,3,2,155,140,Cinere,4909606244.598561
2000000000,3,4,0,100,130,Cinere,4778631550.604929
165000000,2,1,1,30,21,Depok I,2090200791.6652775
165000000,2,1,1,30,21,Margonda,4971576839.234332
2100000000,3,2,1,162,100,Cinere,4909606244.598561
2500000000,2,3,1,120,200,Cinere,4680491988.075328
944000000,3,2,0,57,61,Cisalak,2701560975.609756
2300000000,7,3,1,247,200,Depok I,2090200791.6652775
833000000,3,2,0,45,61,Cisalak,2619965116.27907
490000000,2,1,1,55,40,Cipayung,695944364.5083933
1580000000,3,3,2,80,150,Sawangan,2214365602.382716
800000000,2,2,1,97,60,Bojong Sari,1352678465.804067
750000000,5,2,1,102,100,Sawangan,2214365602.382716
2200000000,3,3,1,139,143,Gandul,3079198952.874346
995000000,3,2,1,89,90,Rangkapanjaya,1163555555.5555556
712000000,3,2,1,72,72,Sawangan,1658701541.0946062
2700000000,5,3,0,240,200,Cinere,4909606244.598561
35000000,2,1,1,72,45,Cipayung,678257216.4948454
3850000000,4,2,2,249,112,Pancoran Mas,3395635733.692935
4500000000,6,3,0,340,210,Cinere,4541094465.716549
5000000000,6,6,0,700,500,Cinere,4680491988.075328
50000000,2,1,1,68,38,Citayam,665709595.9595959
600000000,2,1,1,72,36,Sawangan,2233344847.4117646
2200000000,3,1,1,120,200,Cinere,4778631550.604929
3480000000,4,3,2,175,156,Cibubur,3381793172.113798
1600000000,3,2,1,105,110,Cinere,4541094465.716549
890000000,3,2,1,55,80,Cibubur,3381793172.113798
2100000000,4,3,1,162,100,Cinere,4778631550.604929
4500000000,4,3,2,300,215,Cinere,4909606244.598561
900000000,3,2,1,61,72,Mekarsari,1740608108.108108
2100000000,3,3,1,162,100,Cinere,4778631550.604929
3500000000,3,2,1,200,280,Cinere,4541094465.716549
2100000000,3,3,1,128,134,Gandul,3124520175.4327483
1350000000,4,3,0,94,131,Cinere,4541094465.716549
2450000000,5,4,2,134,260,Limo,2101731233.2412868
995000000,4,3,1,74,100,Sawangan,1658701541.0946062
2000000000,4,4,1,171,250,Pancoran Mas,3395635733.692935
1500000000,3,2,1,80,106,Limo,2013263741.7615285
695000000,3,2,2,70,60,Cimanggis,2466095424.086244
980000000,3,3,2,60,82,Cimanggis,2466095424.086244
3250000000,3,3,2,200,109,Sawangan,2233344847.4117646
640000000,2,1,1,74,45,Cilodong,1625010649.3489175
1590000000,3,2,0,198,150,Cimanggis,2466095424.086244
1500000000,2,1,1,102,60,Cibubur,3453845688.344932
1820000000,3,3,2,108,97,Sawangan,2214365602.382716
1800000000,3,2,0,188,155,Sawangan,2218094374.7286887
2600000000,3,3,3,84,160,Cinere,4778631550.604929
2500000000,4,3,1,128,150,Tanah Baru,1550867627.1152542
4400000000,6,2,1,280,150,Gandul,3055687903.22043
950000000,2,2,1,148,100,Kelapa Dua,2450029940.1197605
2200000000,3,2,2,128,79,Sawangan,1658701541.0946062
2300000000,2,1,1,120,65,Pangkalan Jati,5513785714.257143
1150000000,8,3,0,121,121,Cinere,4778631550.604929
2000000000,4,2,0,220,190,Cimanggis,2546075969.094804
925000000,2,1,1,105,100,Cimanggis,2433828383.0610685
500000000,2,1,2,64,40,Sukmajaya,2058659104.6257544
1800000000,2,2,1,180,100,Limo,2013263741.7615285
5500000000,5,3,1,700,300,Mekarsari,1740608108.108108
915000000,3,2,2,51,72,Cimanggis,2466095424.086244
2750000000,3,2,1,180,198,Cinere,4778631550.604929
914000000,3,2,1,71,78,Rangkapanjaya,1165975369.458128
1800000000,4,2,1,113,120,Cinere,4778631550.604929
1650000000,2,1,1,119,57,Cibubur,2981969911.4970503
750000000,2,2,0,89,89,Limo,2013263741.7615285
990000000,3,2,1,98,102,Margonda,4941167236.464388
3800000000,4,3,4,412,370,Cinere,4778631550.604929
1300000000,4,3,2,103,90,Sawangan,1955035704.9314709
1950000000,3,3,1,90,105,Pangkalan Jati,5453610451.277909
1200000000,3,1,0,90,50,Cinere,4680491988.075328
460000000,2,1,1,52,42,Sawangan,1955035704.9314709
3650000000,4,2,2,195,200,Krukut,8555485915.485915
417000000,2,1,1,60,36,Cipayung,679467980.2955666
675000000,2,2,0,41,75,Beji,3834212579.500589
856000000,3,2,2,90,62,Cilodong,1625010649.3489175
1550000000,3,3,2,100,100,Harjamukti,2712226512.9596543
950000000,2,2,0,50,45,Kelapa Dua,2388163636.3636365
1850000000,3,3,1,111,135,Cinere,4778631550.604929
800000000,3,2,2,61,55,Cimanggis,2546075969.094804
845000000,2,1,1,85,40,Kukusan,1910616374.2690055
999000000,3,2,1,89,90,Rangkapanjaya,1121231527.093596
3400000000,6,5,2,266,300,Cibubur,2981969911.4970503
4000000000,4,3,0,276,255,Cibubur,3381793172.113798
395000000,2,2,1,40,52,Cipayung,695944364.5083933
4700000000,6,6,0,260,500,Cinere,4909606244.598561
2000000000,5,3,1,240,200,Cinere,4778631550.604929
2000000000,2,3,1,120,131,Cinere,4852868864.173362
895000000,3,2,2,70,60,Cimanggis,2546075969.094804
1350000000,3,3,2,88,75,Cilodong,1627149868.7655294
350000000,2,1,1,50,36,Cipayung,682827093.5960591
1300000000,3,3,2,67,100,Cimanggis,2489429483.9539747
867000000,3,3,2,60,71,Cimanggis,2546075969.094804
1650000000,4,3,1,94,180,Beji,2531746438.674528
3300000000,4,5,3,279,315,Cinere,4852868864.173362
551000000,2,2,2,40,40,Sawangan,1955035704.9314709
742000000,3,2,2,60,55,Limo,2082024973.680263
4019999999,4,3,1,160,192,Cinere,4680491988.075328
1080000000,3,2,2,70,100,Pancoran Mas,3395635733.692935
1550000000,3,3,2,104,100,Cibubur,3381793172.113798
2300000000,3,4,1,90,130,Cinere,4778631550.604929
677000000,2,2,1,60,60,Kukusan,2048342937.8531077
705000000,3,2,1,62,56,Cibubur,3381793172.113798
1130000000,3,2,1,72,85,Sawangan,2233344847.4117646
600000000,3,2,2,50,60,Cilodong,1627149868.7655294
950000000,2,2,1,102,75,Cinere,4909606244.598561
1350000000,3,2,1,76,90,Depok I,2220955244.753846
700000000,4,1,1,90,100,Depok II,2505159971.509972
2550000000,4,3,2,340,350,Cinere,4852868864.173362
970000000,3,2,2,56,59,Kelapa Dua,2388163636.3636365
600000000,3,2,2,50,60,Tapos,2066736269.4283247
600000000,3,2,2,50,60,Sukmajaya,2051098919.7510288
800000000,3,2,1,66,65,Cinangka,4256304620.462046
4800000000,6,3,2,481,258,Limo,2165110767.227568
2500000000,4,4,0,280,350,Sawangan,2214365602.382716
2850000000,4,3,2,162,180,Cinere,4680491988.075328
5500000000,4,3,0,475,283,Pangkalan Jati,5453610451.277909
600000000,3,2,2,50,60,Kelapa Dua,2430041420.118344
2300000000,2,2,0,120,138,Cinere,4852868864.173362
3200000000,3,2,0,356,176,Cinere,4541094465.716549
1280000000,2,2,1,112,95,Cinere,4541094465.716549
1750000000,3,3,2,75,94,Cinere,4778631550.604929
400000000,2,1,0,60,36,Citayam,665709595.9595959
2200000000,5,3,1,143,200,Pancoran Mas,2665252674.71786
1700000000,2,2,1,89,85,Cimanggis,2546075969.094804
200000000,2,1,0,46,40,Citayam,622997487.4371859
3700000000,4,3,0,200,170,Cinere,4541094465.716549
1780000000,3,4,1,100,130,Cinere,4541094465.716549
450000000,3,1,1,80,80,Sawangan,1658701541.0946062
1300000000,2,1,1,72,54,Cimanggis,2489429483.9539747
3500000000,5,5,2,315,183,Cinere,4541094465.716549
900000000,3,2,1,61,72,Kelapa Dua,2230940828.4023666
1400000000,3,2,2,84,62,Pancoran Mas,3359214486.389816
850000000,3,2,1,60,86,Tapos,1979943661.9700704
2000000000,3,3,1,100,154,Cinere,4778631550.604929
650000000,3,1,1,110,75,Pancoran Mas,3359214486.389816
1900000000,5,3,0,235,300,Cilodong,1541574045.137153
890000000,3,2,1,51,80,Mekarsari,1740608108.108108
